Data Source: Instituto Nacional de Estadística http://www.ine.es/inebmenu/mnu_clasifica.htm;;;;;
Coordenadas en formato wsg84, en decimal. Compatible con Google Maps.;;;;;
Author: Emilio Rodríguez. http://www.emiliort.com/mysql/municipios-espana-coordenadas/;;;;;
;;;;;
name;province;state;latitude;longitude;Google Maps URL
Gallegos de Hornija;Valladolid;Castilla y León;41.6097674;-5.0985371;http://maps.google.es/maps?z=14&ll=41.6097674,-5.0985371
Gatón de Campos;Valladolid;Castilla y León;42.0491766;-4.9806258;http://maps.google.es/maps?z=14&ll=42.0491766,-4.9806258
Geria;Valladolid;Castilla y León;41.5786321;-4.8764096;http://maps.google.es/maps?z=14&ll=41.5786321,-4.8764096
Herrín de Campos;Valladolid;Castilla y León;42.1239091;-4.9527136;http://maps.google.es/maps?z=14&ll=42.1239091,-4.9527136
Hornillos de Eresma;Valladolid;Castilla y León;41.3674878;-4.7179059;http://maps.google.es/maps?z=14&ll=41.3674878,-4.7179059
Íscar;Valladolid;Castilla y León;41.3617054;-4.535896;http://maps.google.es/maps?z=14&ll=41.3617054,-4.535896
Laguna de Duero;Valladolid;Castilla y León;41.5833137;-4.7217305;http://maps.google.es/maps?z=14&ll=41.5833137,-4.7217305
Langayo;Valladolid;Castilla y León;41.5694874;-4.1979153;http://maps.google.es/maps?z=14&ll=41.5694874,-4.1979153
Llano de Olmedo;Valladolid;Castilla y León;41.2670989;-4.61457;http://maps.google.es/maps?z=14&ll=41.2670989,-4.61457
Lomoviejo;Valladolid;Castilla y León;41.1488985;-4.9172269;http://maps.google.es/maps?z=14&ll=41.1488985,-4.9172269
Manzanillo;Valladolid;Castilla y León;41.5863097;-4.1883896;http://maps.google.es/maps?z=14&ll=41.5863097,-4.1883896
Marzales;Valladolid;Castilla y León;41.5869711;-5.1338752;http://maps.google.es/maps?z=14&ll=41.5869711,-5.1338752
Matapozuelos;Valladolid;Castilla y León;41.4146538;-4.7914797;http://maps.google.es/maps?z=14&ll=41.4146538,-4.7914797
Matilla de los Caños;Valladolid;Castilla y León;41.5463611;-4.969812;http://maps.google.es/maps?z=14&ll=41.5463611,-4.969812
Mayorga;Valladolid;Castilla y León;42.1655688;-5.2654778;http://maps.google.es/maps?z=14&ll=42.1655688,-5.2654778
Medina de Rioseco;Valladolid;Castilla y León;41.8831851;-5.0428105;http://maps.google.es/maps?z=14&ll=41.8831851,-5.0428105
Medina del Campo;Valladolid;Castilla y León;41.3081852;-4.9217064;http://maps.google.es/maps?z=14&ll=41.3081852,-4.9217064
Megeces;Valladolid;Castilla y León;41.4074337;-4.5667634;http://maps.google.es/maps?z=14&ll=41.4074337,-4.5667634
Melgar de Abajo;Valladolid;Castilla y León;42.2433064;-5.1420383;http://maps.google.es/maps?z=14&ll=42.2433064,-5.1420383
Melgar de Arriba;Valladolid;Castilla y León;42.2682876;-5.0976916;http://maps.google.es/maps?z=14&ll=42.2682876,-5.0976916
Mojados;Valladolid;Castilla y León;41.4319128;-4.66421;http://maps.google.es/maps?z=14&ll=41.4319128,-4.66421
Monasterio de Vega;Valladolid;Castilla y León;42.2300579;-5.1808476;http://maps.google.es/maps?z=14&ll=42.2300579,-5.1808476
Montealegre de Campos;Valladolid;Castilla y León;41.9025391;-4.8995979;http://maps.google.es/maps?z=14&ll=41.9025391,-4.8995979
Montemayor de Pililla;Valladolid;Castilla y León;41.5080981;-4.4534494;http://maps.google.es/maps?z=14&ll=41.5080981,-4.4534494
Moral de la Reina;Valladolid;Castilla y León;41.9857112;-5.0731481;http://maps.google.es/maps?z=14&ll=41.9857112,-5.0731481
Moraleja de las Panaderas;Valladolid;Castilla y León;41.2764917;-4.82498;http://maps.google.es/maps?z=14&ll=41.2764917,-4.82498
Morales de Campos;Valladolid;Castilla y León;41.8598185;-5.172205;http://maps.google.es/maps?z=14&ll=41.8598185,-5.172205
Mota del Marqués;Valladolid;Castilla y León;41.6314324;-5.1757664;http://maps.google.es/maps?z=14&ll=41.6314324,-5.1757664
Mucientes;Valladolid;Castilla y León;41.7435899;-4.7621535;http://maps.google.es/maps?z=14&ll=41.7435899,-4.7621535
Mudarra, La;Valladolid;Castilla y León;41.6277257;-4.7424901;http://maps.google.es/maps?z=14&ll=41.6277257,-4.7424901
Muriel;Valladolid;Castilla y León;41.1224031;-4.8427736;http://maps.google.es/maps?z=14&ll=41.1224031,-4.8427736
Nava del Rey;Valladolid;Castilla y León;41.3325682;-5.0791109;http://maps.google.es/maps?z=14&ll=41.3325682,-5.0791109
Nueva Villa de las Torres;Valladolid;Castilla y León;41.2673683;-5.0558664;http://maps.google.es/maps?z=14&ll=41.2673683,-5.0558664
Olivares de Duero;Valladolid;Castilla y León;41.6383217;-4.3643947;http://maps.google.es/maps?z=14&ll=41.6383217,-4.3643947
Olmedo;Valladolid;Castilla y León;41.2889205;-4.6833818;http://maps.google.es/maps?z=14&ll=41.2889205,-4.6833818
Olmos de Esgueva;Valladolid;Castilla y León;41.6882588;-4.5213733;http://maps.google.es/maps?z=14&ll=41.6882588,-4.5213733
Olmos de Peñafiel;Valladolid;Castilla y León;41.5718613;-4.0423834;http://maps.google.es/maps?z=14&ll=41.5718613,-4.0423834
Palazuelo de Vedija;Valladolid;Castilla y León;41.9293041;-5.1453771;http://maps.google.es/maps?z=14&ll=41.9293041,-5.1453771
Parrilla, La;Valladolid;Castilla y León;41.5361495;-4.5305411;http://maps.google.es/maps?z=14&ll=41.5361495,-4.5305411
Pedraja de Portillo, La;Valladolid;Castilla y León;41.4747337;-4.6000026;http://maps.google.es/maps?z=14&ll=41.4747337,-4.6000026
Pedrajas de San Esteban;Valladolid;Castilla y León;41.3392821;-4.5800587;http://maps.google.es/maps?z=14&ll=41.3392821,-4.5800587
Pedrosa del Rey;Valladolid;Castilla y León;41.556229;-5.2062528;http://maps.google.es/maps?z=14&ll=41.556229,-5.2062528
Peñafiel;Valladolid;Castilla y León;41.5946345;-4.1181072;http://maps.google.es/maps?z=14&ll=41.5946345,-4.1181072
Peñaflor de Hornija;Valladolid;Castilla y León;41.7113261;-4.9824247;http://maps.google.es/maps?z=14&ll=41.7113261,-4.9824247
Pesquera de Duero;Valladolid;Castilla y León;41.642652;-4.1574037;http://maps.google.es/maps?z=14&ll=41.642652,-4.1574037
Piña de Esgueva;Valladolid;Castilla y León;41.7289613;-4.4273243;http://maps.google.es/maps?z=14&ll=41.7289613,-4.4273243
Piñel de Abajo;Valladolid;Castilla y León;41.6744186;-4.1473859;http://maps.google.es/maps?z=14&ll=41.6744186,-4.1473859
Piñel de Arriba;Valladolid;Castilla y León;41.6994446;-4.1279229;http://maps.google.es/maps?z=14&ll=41.6994446,-4.1279229
Pollos;Valladolid;Castilla y León;41.4447206;-5.1277666;http://maps.google.es/maps?z=14&ll=41.4447206,-5.1277666
Portillo;Valladolid;Castilla y León;41.4790106;-4.5882265;http://maps.google.es/maps?z=14&ll=41.4790106,-4.5882265
Pozal de Gallinas;Valladolid;Castilla y León;41.3184989;-4.8363213;http://maps.google.es/maps?z=14&ll=41.3184989,-4.8363213
Pozaldez;Valladolid;Castilla y León;41.3717759;-4.8420253;http://maps.google.es/maps?z=14&ll=41.3717759,-4.8420253
Pozuelo de la Orden;Valladolid;Castilla y León;41.8215505;-5.2594901;http://maps.google.es/maps?z=14&ll=41.8215505,-5.2594901
Puras;Valladolid;Castilla y León;41.1836102;-4.6493655;http://maps.google.es/maps?z=14&ll=41.1836102,-4.6493655
Quintanilla de Arriba;Valladolid;Castilla y León;41.6201865;-4.215496;http://maps.google.es/maps?z=14&ll=41.6201865,-4.215496
Quintanilla de Onésimo;Valladolid;Castilla y León;41.6239197;-4.3637464;http://maps.google.es/maps?z=14&ll=41.6239197,-4.3637464
Quintanilla de Trigueros;Valladolid;Castilla y León;41.8549517;-4.6590837;http://maps.google.es/maps?z=14&ll=41.8549517,-4.6590837
Quintanilla del Molar;Valladolid;Castilla y León;41.9891835;-5.4485565;http://maps.google.es/maps?z=14&ll=41.9891835,-5.4485565
Rábano;Valladolid;Castilla y León;41.5327345;-4.0607554;http://maps.google.es/maps?z=14&ll=41.5327345,-4.0607554
Ramiro;Valladolid;Castilla y León;41.2286964;-4.7863293;http://maps.google.es/maps?z=14&ll=41.2286964,-4.7863293
Renedo de Esgueva;Valladolid;Castilla y León;41.6542257;-4.6274904;http://maps.google.es/maps?z=14&ll=41.6542257,-4.6274904
Roales de Campos;Valladolid;Castilla y León;42.0304177;-5.4757205;http://maps.google.es/maps?z=14&ll=42.0304177,-5.4757205
Robladillo;Valladolid;Castilla y León;41.6084577;-4.9098618;http://maps.google.es/maps?z=14&ll=41.6084577,-4.9098618
Roturas;Valladolid;Castilla y León;41.6678322;-4.1188796;http://maps.google.es/maps?z=14&ll=41.6678322,-4.1188796
Rubí de Bracamonte;Valladolid;Castilla y León;41.214598;-4.9240957;http://maps.google.es/maps?z=14&ll=41.214598,-4.9240957
Rueda;Valladolid;Castilla y León;41.4141296;-4.9571038;http://maps.google.es/maps?z=14&ll=41.4141296,-4.9571038
Saelices de Mayorga;Valladolid;Castilla y León;42.2112988;-5.2067957;http://maps.google.es/maps?z=14&ll=42.2112988,-5.2067957
Salvador de Zapardiel;Valladolid;Castilla y León;41.1165753;-4.8745699;http://maps.google.es/maps?z=14&ll=41.1165753,-4.8745699
San Cebrián de Mazote;Valladolid;Castilla y León;41.6800354;-5.150565;http://maps.google.es/maps?z=14&ll=41.6800354,-5.150565
San Llorente;Valladolid;Castilla y León;41.6869276;-4.0648638;http://maps.google.es/maps?z=14&ll=41.6869276,-4.0648638
San Martín de Valvení;Valladolid;Castilla y León;41.7529806;-4.5666121;http://maps.google.es/maps?z=14&ll=41.7529806,-4.5666121
San Miguel del Arroyo;Valladolid;Castilla y León;41.4424026;-4.4577543;http://maps.google.es/maps?z=14&ll=41.4424026,-4.4577543
San Miguel del Pino;Valladolid;Castilla y León;41.5092776;-4.9112826;http://maps.google.es/maps?z=14&ll=41.5092776,-4.9112826
San Pablo de la Moraleja;Valladolid;Castilla y León;41.1604955;-4.7776649;http://maps.google.es/maps?z=14&ll=41.1604955,-4.7776649
San Pedro de Latarce;Valladolid;Castilla y León;41.7358226;-5.3257586;http://maps.google.es/maps?z=14&ll=41.7358226,-5.3257586
San Pelayo;Valladolid;Castilla y León;41.6799844;-5.0336508;http://maps.google.es/maps?z=14&ll=41.6799844,-5.0336508
San Román de Hornija;Valladolid;Castilla y León;41.4817905;-5.2829813;http://maps.google.es/maps?z=14&ll=41.4817905,-5.2829813
San Salvador;Valladolid;Castilla y León;41.6198781;-5.0868208;http://maps.google.es/maps?z=14&ll=41.6198781,-5.0868208
San Vicente del Palacio;Valladolid;Castilla y León;41.2193357;-4.8514411;http://maps.google.es/maps?z=14&ll=41.2193357,-4.8514411
Santa Eufemia del Arroyo;Valladolid;Castilla y León;41.8949517;-5.2669171;http://maps.google.es/maps?z=14&ll=41.8949517,-5.2669171
Santervás de Campos;Valladolid;Castilla y León;42.2180713;-5.1010056;http://maps.google.es/maps?z=14&ll=42.2180713,-5.1010056
Santibáñez de Valcorba;Valladolid;Castilla y León;41.5703824;-4.4475282;http://maps.google.es/maps?z=14&ll=41.5703824,-4.4475282
Santovenia de Pisuerga;Valladolid;Castilla y León;41.6965762;-4.688344;http://maps.google.es/maps?z=14&ll=41.6965762,-4.688344
Sardón de Duero;Valladolid;Castilla y León;41.607735;-4.4302197;http://maps.google.es/maps?z=14&ll=41.607735,-4.4302197
Seca, La;Valladolid;Castilla y León;41.6609591;-4.7149847;http://maps.google.es/maps?z=14&ll=41.6609591,-4.7149847
Serrada;Valladolid;Castilla y León;41.4592968;-4.8611419;http://maps.google.es/maps?z=14&ll=41.4592968,-4.8611419
Siete Iglesias de Trabancos;Valladolid;Castilla y León;41.3519275;-5.1847031;http://maps.google.es/maps?z=14&ll=41.3519275,-5.1847031
Simancas;Valladolid;Castilla y León;41.5902237;-4.8267131;http://maps.google.es/maps?z=14&ll=41.5902237,-4.8267131
Tamariz de Campos;Valladolid;Castilla y León;41.9771219;-5.0233923;http://maps.google.es/maps?z=14&ll=41.9771219,-5.0233923
Tiedra;Valladolid;Castilla y León;41.6517414;-5.2670832;http://maps.google.es/maps?z=14&ll=41.6517414,-5.2670832
Tordehumos;Valladolid;Castilla y León;41.8149957;-5.1613311;http://maps.google.es/maps?z=14&ll=41.8149957,-5.1613311
Tordesillas;Valladolid;Castilla y León;41.5016522;-4.9991272;http://maps.google.es/maps?z=14&ll=41.5016522,-4.9991272
Torre de Esgueva;Valladolid;Castilla y León;41.7680546;-4.1999172;http://maps.google.es/maps?z=14&ll=41.7680546,-4.1999172
Torre de Peñafiel;Valladolid;Castilla y León;41.5363509;-4.0886189;http://maps.google.es/maps?z=14&ll=41.5363509,-4.0886189
Torrecilla de la Abadesa;Valladolid;Castilla y León;41.4850295;-5.0893113;http://maps.google.es/maps?z=14&ll=41.4850295,-5.0893113
Torrecilla de la Orden;Valladolid;Castilla y León;41.21923;-5.2246256;http://maps.google.es/maps?z=14&ll=41.21923,-5.2246256
Torrecilla de la Torre;Valladolid;Castilla y León;41.6660667;-5.04868;http://maps.google.es/maps?z=14&ll=41.6660667,-5.04868
Torrelobatón;Valladolid;Castilla y León;41.6479571;-5.0255412;http://maps.google.es/maps?z=14&ll=41.6479571,-5.0255412
Torrescárcela;Valladolid;Castilla y León;41.4846079;-4.3180768;http://maps.google.es/maps?z=14&ll=41.4846079,-4.3180768
Traspinedo;Valladolid;Castilla y León;41.5759655;-4.4722527;http://maps.google.es/maps?z=14&ll=41.5759655,-4.4722527
Trigueros del Valle;Valladolid;Castilla y León;41.8300519;-4.6507438;http://maps.google.es/maps?z=14&ll=41.8300519,-4.6507438
Tudela de Duero;Valladolid;Castilla y León;41.5863823;-4.5811062;http://maps.google.es/maps?z=14&ll=41.5863823,-4.5811062
Unión de Campos, La;Valladolid;Castilla y León;42.0769858;-5.3254246;http://maps.google.es/maps?z=14&ll=42.0769858,-5.3254246
Urones de Castroponce;Valladolid;Castilla y León;42.0986199;-5.28183;http://maps.google.es/maps?z=14&ll=42.0986199,-5.28183
Urueña;Valladolid;Castilla y León;41.7271096;-5.2035321;http://maps.google.es/maps?z=14&ll=41.7271096,-5.2035321
Valbuena de Duero;Valladolid;Castilla y León;41.6425731;-4.2912215;http://maps.google.es/maps?z=14&ll=41.6425731,-4.2912215
Valdearcos de la Vega;Valladolid;Castilla y León;41.6427971;-4.0474621;http://maps.google.es/maps?z=14&ll=41.6427971,-4.0474621
Valdenebro de los Valles;Valladolid;Castilla y León;41.8556716;-4.9698224;http://maps.google.es/maps?z=14&ll=41.8556716,-4.9698224
Valdestillas;Valladolid;Castilla y León;41.4760413;-4.770289;http://maps.google.es/maps?z=14&ll=41.4760413,-4.770289
Valdunquillo;Valladolid;Castilla y León;42.0416803;-5.3151865;http://maps.google.es/maps?z=14&ll=42.0416803,-5.3151865
Valladolid;Valladolid;Castilla y León;41.6529434;-4.7283811;http://maps.google.es/maps?z=14&ll=41.6529434,-4.7283811
Valoria la Buena;Valladolid;Castilla y León;41.7993096;-4.5306897;http://maps.google.es/maps?z=14&ll=41.7993096,-4.5306897
Valverde de Campos;Valladolid;Castilla y León;41.834906;-5.0374015;http://maps.google.es/maps?z=14&ll=41.834906,-5.0374015
Vega de Ruiponce;Valladolid;Castilla y León;42.1882661;-5.1145454;http://maps.google.es/maps?z=14&ll=42.1882661,-5.1145454
Vega de Valdetronco;Valladolid;Castilla y León;41.5946554;-5.1134951;http://maps.google.es/maps?z=14&ll=41.5946554,-5.1134951
Velascálvaro;Valladolid;Castilla y León;41.2301161;-4.9720272;http://maps.google.es/maps?z=14&ll=41.2301161,-4.9720272
Velilla;Valladolid;Castilla y León;41.5587085;-5.0047485;http://maps.google.es/maps?z=14&ll=41.5587085,-5.0047485
Velliza;Valladolid;Castilla y León;41.5789938;-4.9463194;http://maps.google.es/maps?z=14&ll=41.5789938,-4.9463194
Ventosa de la Cuesta;Valladolid;Castilla y León;41.411607;-4.8276927;http://maps.google.es/maps?z=14&ll=41.411607,-4.8276927
Viana de Cega;Valladolid;Castilla y León;41.5287615;-4.7520312;http://maps.google.es/maps?z=14&ll=41.5287615,-4.7520312
Villabáñez;Valladolid;Castilla y León;41.6309353;-4.5209394;http://maps.google.es/maps?z=14&ll=41.6309353,-4.5209394
Villabaruz de Campos;Valladolid;Castilla y León;42.0105211;-4.9961627;http://maps.google.es/maps?z=14&ll=42.0105211,-4.9961627
Villabrágima;Valladolid;Castilla y León;41.8235197;-5.1129498;http://maps.google.es/maps?z=14&ll=41.8235197,-5.1129498
Villacarralón;Valladolid;Castilla y León;42.1896591;-5.0441784;http://maps.google.es/maps?z=14&ll=42.1896591,-5.0441784
Villacid de Campos;Valladolid;Castilla y León;42.082365;-5.1245106;http://maps.google.es/maps?z=14&ll=42.082365,-5.1245106
Villaco;Valladolid;Castilla y León;41.7400432;-4.2690735;http://maps.google.es/maps?z=14&ll=41.7400432,-4.2690735
Villafrades de Campos;Valladolid;Castilla y León;42.077742;-4.9709696;http://maps.google.es/maps?z=14&ll=42.077742,-4.9709696
Villafranca de Duero;Valladolid;Castilla y León;41.432469;-5.3021431;http://maps.google.es/maps?z=14&ll=41.432469,-5.3021431
Villafrechós;Valladolid;Castilla y León;41.8921632;-5.2181819;http://maps.google.es/maps?z=14&ll=41.8921632,-5.2181819
Villafuerte;Valladolid;Castilla y León;41.7345319;-4.3234679;http://maps.google.es/maps?z=14&ll=41.7345319,-4.3234679
Villagarcía de Campos;Valladolid;Castilla y León;41.7813287;-5.1930337;http://maps.google.es/maps?z=14&ll=41.7813287,-5.1930337
Villagómez la Nueva;Valladolid;Castilla y León;42.1558765;-5.1420628;http://maps.google.es/maps?z=14&ll=42.1558765,-5.1420628
Villalán de Campos;Valladolid;Castilla y León;42.0141993;-5.236223;http://maps.google.es/maps?z=14&ll=42.0141993,-5.236223
Villalar de los Comuneros;Valladolid;Castilla y León;41.5501258;-5.1379877;http://maps.google.es/maps?z=14&ll=41.5501258,-5.1379877
Villalba de la Loma;Valladolid;Castilla y León;42.1739187;-5.1906303;http://maps.google.es/maps?z=14&ll=42.1739187,-5.1906303
Villalba de los Alcores;Valladolid;Castilla y León;41.8634693;-4.8601054;http://maps.google.es/maps?z=14&ll=41.8634693,-4.8601054
Villalbarba;Valladolid;Castilla y León;41.6031525;-5.2139463;http://maps.google.es/maps?z=14&ll=41.6031525,-5.2139463
Villalón de Campos;Valladolid;Castilla y León;42.099264;-5.0339873;http://maps.google.es/maps?z=14&ll=42.099264,-5.0339873
Villamuriel de Campos;Valladolid;Castilla y León;41.9461087;-5.2074338;http://maps.google.es/maps?z=14&ll=41.9461087,-5.2074338
Villán de Tordesillas;Valladolid;Castilla y León;41.592671;-4.9226257;http://maps.google.es/maps?z=14&ll=41.592671,-4.9226257
Villanubla;Valladolid;Castilla y León;41.6987237;-4.8418933;http://maps.google.es/maps?z=14&ll=41.6987237,-4.8418933
Villanueva de Duero;Valladolid;Castilla y León;41.5176759;-4.868396;http://maps.google.es/maps?z=14&ll=41.5176759,-4.868396
Villanueva de la Condesa;Valladolid;Castilla y León;42.1482979;-5.0959838;http://maps.google.es/maps?z=14&ll=42.1482979,-5.0959838
Villanueva de los Caballeros;Valladolid;Castilla y León;41.7587991;-5.2467789;http://maps.google.es/maps?z=14&ll=41.7587991,-5.2467789
Villanueva de los Infantes;Valladolid;Castilla y León;41.7033689;-4.4830845;http://maps.google.es/maps?z=14&ll=41.7033689,-4.4830845
Villanueva de San Mancio;Valladolid;Castilla y León;41.9284586;-5.0125524;http://maps.google.es/maps?z=14&ll=41.9284586,-5.0125524
Villardefrades;Valladolid;Castilla y León;41.7225355;-5.2552958;http://maps.google.es/maps?z=14&ll=41.7225355,-5.2552958
Villarmentero de Esgueva;Valladolid;Castilla y León;41.6848588;-4.546052;http://maps.google.es/maps?z=14&ll=41.6848588,-4.546052
Villasexmir;Valladolid;Castilla y León;41.6392089;-5.0655231;http://maps.google.es/maps?z=14&ll=41.6392089,-5.0655231
Villavaquerín;Valladolid;Castilla y León;41.663532;-4.4618818;http://maps.google.es/maps?z=14&ll=41.663532,-4.4618818
Villavellid;Valladolid;Castilla y León;41.6916764;-5.2769339;http://maps.google.es/maps?z=14&ll=41.6916764,-5.2769339
Villaverde de Medina;Valladolid;Castilla y León;41.307846;-5.0250219;http://maps.google.es/maps?z=14&ll=41.307846,-5.0250219
Villavicencio de los Caballeros;Valladolid;Castilla y León;42.0578535;-5.2349196;http://maps.google.es/maps?z=14&ll=42.0578535,-5.2349196
Viloria;Valladolid;Castilla y León;41.4459055;-4.3853744;http://maps.google.es/maps?z=14&ll=41.4459055,-4.3853744
Wamba;Valladolid;Castilla y León;41.6756676;-4.9166541;http://maps.google.es/maps?z=14&ll=41.6756676,-4.9166541
Zaratán;Valladolid;Castilla y León;41.6610009;-4.7840706;http://maps.google.es/maps?z=14&ll=41.6610009,-4.7840706
Zarza, La;Valladolid;Castilla y León;41.626353;-4.7272468;http://maps.google.es/maps?z=14&ll=41.626353,-4.7272468
Abezames;Zamora;Castilla y León;41.6255637;-5.4262706;http://maps.google.es/maps?z=14&ll=41.6255637,-5.4262706
Alcañices;Zamora;Castilla y León;41.6996795;-6.347962;http://maps.google.es/maps?z=14&ll=41.6996795,-6.347962
Alcubilla de Nogales;Zamora;Castilla y León;42.1269851;-5.9221812;http://maps.google.es/maps?z=14&ll=42.1269851,-5.9221812
Alfaraz de Sayago;Zamora;Castilla y León;41.2283661;-5.9841774;http://maps.google.es/maps?z=14&ll=41.2283661,-5.9841774
Algodre;Zamora;Castilla y León;41.5656638;-5.6045496;http://maps.google.es/maps?z=14&ll=41.5656638,-5.6045496
Almaraz de Duero;Zamora;Castilla y León;41.4758455;-5.9165262;http://maps.google.es/maps?z=14&ll=41.4758455,-5.9165262
Almeida de Sayago;Zamora;Castilla y León;41.2674946;-6.075056;http://maps.google.es/maps?z=14&ll=41.2674946,-6.075056
Andavías;Zamora;Castilla y León;41.5971402;-5.861349;http://maps.google.es/maps?z=14&ll=41.5971402,-5.861349
Arcenillas;Zamora;Castilla y León;41.456029;-5.6851444;http://maps.google.es/maps?z=14&ll=41.456029,-5.6851444
Arcos de la Polvorosa;Zamora;Castilla y León;41.9445228;-5.6974851;http://maps.google.es/maps?z=14&ll=41.9445228,-5.6974851
Argañín;Zamora;Castilla y León;41.439707;-6.2101513;http://maps.google.es/maps?z=14&ll=41.439707,-6.2101513
Argujillo;Zamora;Castilla y León;41.3117531;-5.5878922;http://maps.google.es/maps?z=14&ll=41.3117531,-5.5878922
Arquillinos;Zamora;Castilla y León;41.7089029;-5.6560404;http://maps.google.es/maps?z=14&ll=41.7089029,-5.6560404
Arrabalde;Zamora;Castilla y León;42.107569;-5.8951299;http://maps.google.es/maps?z=14&ll=42.107569,-5.8951299
Aspariegos;Zamora;Castilla y León;41.6737361;-5.5984756;http://maps.google.es/maps?z=14&ll=41.6737361,-5.5984756
Asturianos;Zamora;Castilla y León;42.0512998;-6.4884289;http://maps.google.es/maps?z=14&ll=42.0512998,-6.4884289
Ayoó de Vidriales;Zamora;Castilla y León;42.1285668;-6.0667175;http://maps.google.es/maps?z=14&ll=42.1285668,-6.0667175
Barcial del Barco;Zamora;Castilla y León;41.9341977;-5.6641731;http://maps.google.es/maps?z=14&ll=41.9341977,-5.6641731
Belver de los Montes;Zamora;Castilla y León;41.7226423;-5.4508511;http://maps.google.es/maps?z=14&ll=41.7226423,-5.4508511
Benavente;Zamora;Castilla y León;42.0030231;-5.6740806;http://maps.google.es/maps?z=14&ll=42.0030231,-5.6740806
Benegiles;Zamora;Castilla y León;41.6267886;-5.6352299;http://maps.google.es/maps?z=14&ll=41.6267886,-5.6352299
Bermillo de Sayago;Zamora;Castilla y León;41.3669043;-6.1120853;http://maps.google.es/maps?z=14&ll=41.3669043,-6.1120853
Bóveda de Toro, La;Zamora;Castilla y León;41.3444536;-5.4107962;http://maps.google.es/maps?z=14&ll=41.3444536,-5.4107962
Bretó;Zamora;Castilla y León;41.8818687;-5.7383331;http://maps.google.es/maps?z=14&ll=41.8818687,-5.7383331
Bretocino;Zamora;Castilla y León;41.883373;-5.7550897;http://maps.google.es/maps?z=14&ll=41.883373,-5.7550897
Brime de Sog;Zamora;Castilla y León;42.0612633;-6.0474146;http://maps.google.es/maps?z=14&ll=42.0612633,-6.0474146
Brime de Urz;Zamora;Castilla y León;42.0379096;-5.8732659;http://maps.google.es/maps?z=14&ll=42.0379096,-5.8732659
Burganes de Valverde;Zamora;Castilla y León;41.9207795;-5.7810864;http://maps.google.es/maps?z=14&ll=41.9207795,-5.7810864
Bustillo del Oro;Zamora;Castilla y León;41.6745589;-5.461473;http://maps.google.es/maps?z=14&ll=41.6745589,-5.461473
Cabañas de Sayago;Zamora;Castilla y León;41.3330753;-5.7907063;http://maps.google.es/maps?z=14&ll=41.3330753,-5.7907063
Calzadilla de Tera;Zamora;Castilla y León;41.9800263;-6.0824639;http://maps.google.es/maps?z=14&ll=41.9800263,-6.0824639
Camarzana de Tera;Zamora;Castilla y León;41.994368;-6.0295777;http://maps.google.es/maps?z=14&ll=41.994368,-6.0295777
Cañizal;Zamora;Castilla y León;41.1676602;-5.3687527;http://maps.google.es/maps?z=14&ll=41.1676602,-5.3687527
Cañizo;Zamora;Castilla y León;41.7682042;-5.5033415;http://maps.google.es/maps?z=14&ll=41.7682042,-5.5033415
Carbajales de Alba;Zamora;Castilla y León;41.6543028;-5.996867;http://maps.google.es/maps?z=14&ll=41.6543028,-5.996867
Carbellino;Zamora;Castilla y León;41.2302409;-6.1476414;http://maps.google.es/maps?z=14&ll=41.2302409,-6.1476414
Casaseca de Campeán;Zamora;Castilla y León;41.3739974;-5.7457153;http://maps.google.es/maps?z=14&ll=41.3739974,-5.7457153
Casaseca de las Chanas;Zamora;Castilla y León;41.4375256;-5.6756176;http://maps.google.es/maps?z=14&ll=41.4375256,-5.6756176
Castrillo de la Guareña;Zamora;Castilla y León;41.2299598;-5.3262524;http://maps.google.es/maps?z=14&ll=41.2299598,-5.3262524
Castrogonzalo;Zamora;Castilla y León;41.9911904;-5.6037898;http://maps.google.es/maps?z=14&ll=41.9911904,-5.6037898
Castronuevo;Zamora;Castilla y León;41.7216394;-5.5434029;http://maps.google.es/maps?z=14&ll=41.7216394,-5.5434029
Castroverde de Campos;Zamora;Castilla y León;41.9699939;-5.315088;http://maps.google.es/maps?z=14&ll=41.9699939,-5.315088
Cazurra;Zamora;Castilla y León;41.4153226;-5.7037397;http://maps.google.es/maps?z=14&ll=41.4153226,-5.7037397
Cerecinos de Campos;Zamora;Castilla y León;41.900454;-5.4867433;http://maps.google.es/maps?z=14&ll=41.900454,-5.4867433
Cerecinos del Carrizal;Zamora;Castilla y León;41.6833378;-5.6530872;http://maps.google.es/maps?z=14&ll=41.6833378,-5.6530872
Cernadilla;Zamora;Castilla y León;42.0217719;-6.4163759;http://maps.google.es/maps?z=14&ll=42.0217719,-6.4163759
Cobreros;Zamora;Castilla y León;42.0739093;-6.7016353;http://maps.google.es/maps?z=14&ll=42.0739093,-6.7016353
Coomonte;Zamora;Castilla y León;42.1152645;-5.8133459;http://maps.google.es/maps?z=14&ll=42.1152645,-5.8133459
Coreses;Zamora;Castilla y León;41.5481783;-5.6222476;http://maps.google.es/maps?z=14&ll=41.5481783,-5.6222476
Corrales del Vino;Zamora;Castilla y León;41.3568843;-5.7282577;http://maps.google.es/maps?z=14&ll=41.3568843,-5.7282577
Cotanes del Monte;Zamora;Castilla y León;41.8177838;-5.2901192;http://maps.google.es/maps?z=14&ll=41.8177838,-5.2901192
